,StartIndex,EndIndex,MentionTextSegment,EntityID,PMID
organism_Instance_50940,1368,1377,Mammalia,NCBITaxon:40674,16611361
organism_Instance_50945,1407,1412,Mus,NCBITaxon:10088,16611361
organism_Instance_51230,316,321,Homo sapiens,NCBITaxon:9606,16628246
organism_Instance_51235,582,586,Mus,NCBITaxon:10088,16628246
organism_Instance_51240,954,958,Mus,NCBITaxon:10088,16628246
organism_Instance_51245,1374,1380,Murinae,NCBITaxon:39107,16628246
organism_Instance_230549,290,293,Mus musculus,NCBITaxon:10090,16670015
organism_Instance_51755,54,59,Mus,NCBITaxon:10088,16670015
organism_Instance_51760,271,276,Mus,NCBITaxon:10088,16670015
organism_Instance_10012,321,326,Mus,NCBITaxon:10088,16700629
organism_Instance_20199,54,63,Mammalia,NCBITaxon:40674,16700629
organism_Instance_20204,144,148,Mouse mammary tumor virus,NCBITaxon:11757,16700629
organism_Instance_20214,786,791,Mus,NCBITaxon:10088,16700629
organism_Instance_20219,1326,1337,Vertebrata,NCBITaxon:7742,16700629
organism_Instance_20224,1535,1541,Metazoa,NCBITaxon:33208,16700629
organism_Instance_230600,1210,1217,Mammalia,NCBITaxon:40674,16700629
organism_Instance_281682,1542,1549,species,NCBITaxon:species,16700629
organism_Instance_52167,453,458,Mus,NCBITaxon:10088,16787536
organism_Instance_230750,237,244,Escherichia coli,NCBITaxon:562,16800892
organism_Instance_52394,35,40,Mus,NCBITaxon:10088,16800892
organism_Instance_52399,222,231,root,NCBITaxon:1,16800892
organism_Instance_52404,248,258,Drosophila,NCBITaxon:7215,16800892
organism_Instance_52409,283,288,Mus,NCBITaxon:10088,16800892
organism_Instance_52414,431,436,Mus,NCBITaxon:10088,16800892
organism_Instance_52419,594,599,Mus,NCBITaxon:10088,16800892
organism_Instance_52424,712,717,Mus,NCBITaxon:10088,16800892
organism_Instance_52429,1223,1228,Homo sapiens,NCBITaxon:9606,16800892
organism_Instance_52434,1379,1383,Mus,NCBITaxon:10088,16800892
organism_Instance_53334,276,280,Mus,NCBITaxon:10088,16870721
organism_Instance_53339,567,571,Mus,NCBITaxon:10088,16870721
organism_Instance_53344,1042,1047,Mus,NCBITaxon:10088,16870721
organism_Instance_53354,1562,1566,Mus,NCBITaxon:10088,16870721
organism_Instance_240704,157,163,Homo sapiens,NCBITaxon:9606,16968134
organism_Instance_53519,379,383,Mus,NCBITaxon:10088,16968134
organism_Instance_53524,538,542,Mus,NCBITaxon:10088,16968134
organism_Instance_53529,1387,1393,Metazoa,NCBITaxon:33208,16968134
organism_Instance_53804,271,275,Mus,NCBITaxon:10088,17002498
organism_Instance_53809,450,454,Mus,NCBITaxon:10088,17002498
organism_Instance_53814,530,535,Homo sapiens,NCBITaxon:9606,17002498
organism_Instance_53819,639,643,Mus,NCBITaxon:10088,17002498
organism_Instance_53824,1227,1231,Mus,NCBITaxon:10088,17002498
organism_Instance_54709,199,204,Homo sapiens,NCBITaxon:9606,17020410
organism_Instance_54714,614,619,Mus,NCBITaxon:10088,17020410
organism_Instance_54719,899,909,root,NCBITaxon:1,17020410
organism_Instance_54724,1389,1396,Mammalia,NCBITaxon:40674,17020410
organism_Instance_55224,247,252,Mus,NCBITaxon:10088,17022820
organism_Instance_55229,709,713,Mus,NCBITaxon:10088,17022820
organism_Instance_55234,1288,1292,Mus,NCBITaxon:10088,17022820
organism_Instance_55239,1314,1318,Mus,NCBITaxon:10088,17022820
organism_Instance_55244,1425,1429,Mus,NCBITaxon:10088,17022820
organism_Instance_55249,1451,1455,Mus,NCBITaxon:10088,17022820
organism_Instance_55254,1567,1571,Mus,NCBITaxon:10088,17022820
organism_Instance_240952,495,501,Homo sapiens,NCBITaxon:9606,17029558
organism_Instance_56333,36,40,Mus,NCBITaxon:10088,17029558
organism_Instance_56338,324,329,Homo sapiens,NCBITaxon:9606,17029558
organism_Instance_56343,345,350,Mus,NCBITaxon:10088,17029558
organism_Instance_56348,559,564,Mus,NCBITaxon:10088,17029558
organism_Instance_56353,807,811,Mus,NCBITaxon:10088,17029558
organism_Instance_56358,1230,1239,Mammalia,NCBITaxon:40674,17029558
organism_Instance_241199,467,473,Metazoa,NCBITaxon:33208,17069463
organism_Instance_57333,609,614,Mus,NCBITaxon:10088,17069463
organism_Instance_57338,1296,1301,Mus,NCBITaxon:10088,17069463
organism_Instance_170000,242,248,Homo sapiens,NCBITaxon:9606,17078885
organism_Instance_57853,679,684,Mus,NCBITaxon:10088,17078885
organism_Instance_57963,101,110,Mammalia,NCBITaxon:40674,17083276
organism_Instance_57968,409,414,Mus,NCBITaxon:10088,17083276
organism_Instance_58223,661,666,Mus,NCBITaxon:10088,17194222
organism_Instance_250205,114,118,Mus,NCBITaxon:10088,17201918
organism_Instance_58933,366,375,root,NCBITaxon:1,17201918
organism_Instance_58938,451,460,Mammalia,NCBITaxon:40674,17201918
organism_Instance_58943,661,665,Mus,NCBITaxon:10088,17201918
organism_Instance_58948,706,710,Mus,NCBITaxon:10088,17201918
organism_Instance_58953,754,758,Mus,NCBITaxon:10088,17201918
organism_Instance_58958,856,860,Mus,NCBITaxon:10088,17201918
organism_Instance_58963,1045,1049,Mus,NCBITaxon:10088,17201918
organism_Instance_58968,1227,1231,Mus,NCBITaxon:10088,17201918
organism_Instance_58973,1307,1311,Mus,NCBITaxon:10088,17201918
organism_Instance_58978,1380,1384,Mus,NCBITaxon:10088,17201918
organism_Instance_59973,174,179,Homo sapiens,NCBITaxon:9606,17206865
organism_Instance_59978,558,562,Mus,NCBITaxon:10088,17206865
organism_Instance_59983,833,838,Mus,NCBITaxon:10088,17206865
organism_Instance_59988,986,990,Mus,NCBITaxon:10088,17206865
organism_Instance_60777,42,51,Mammalia,NCBITaxon:40674,17425782
organism_Instance_60782,114,124,Drosophila,NCBITaxon:7215,17425782
organism_Instance_60792,384,393,Mammalia,NCBITaxon:40674,17425782
organism_Instance_180000,2,8,Mammalia,NCBITaxon:40674,17447844
organism_Instance_220005,650,656,Mammalia,NCBITaxon:40674,17447844
organism_Instance_61091,243,250,Mammalia,NCBITaxon:40674,17447844
organism_Instance_191093,1364,1370,Homo sapiens,NCBITaxon:9606,17465682
organism_Instance_191098,1412,1418,Homo sapiens,NCBITaxon:9606,17465682
organism_Instance_61741,303,308,Mus,NCBITaxon:10088,17465682
organism_Instance_63151,85,91,Rodentia,NCBITaxon:9989,17503968
organism_Instance_63156,96,101,Homo sapiens,NCBITaxon:9606,17503968
organism_Instance_63161,527,533,Rodentia,NCBITaxon:9989,17503968
organism_Instance_63166,538,543,Homo sapiens,NCBITaxon:9606,17503968
organism_Instance_190000,59,63,Mus,NCBITaxon:10088,17565376
organism_Instance_230005,1198,1207,Bacteria,NCBITaxon:2,17565376
organism_Instance_63571,342,347,Mus,NCBITaxon:10088,17565376
organism_Instance_63576,613,617,Mus,NCBITaxon:10088,17565376
organism_Instance_63581,789,793,Mus,NCBITaxon:10088,17565376
organism_Instance_63586,867,871,Mus,NCBITaxon:10088,17565376
organism_Instance_63591,1053,1057,Mus,NCBITaxon:10088,17565376
organism_Instance_63596,1235,1239,Mus,NCBITaxon:10088,17565376
organism_Instance_63601,1551,1556,Homo sapiens,NCBITaxon:9606,17565376
organism_Instance_270226,76,82,Homo sapiens,NCBITaxon:9606,17590087
organism_Instance_270231,315,321,Homo sapiens,NCBITaxon:9606,17590087
organism_Instance_270236,1306,1312,Homo sapiens,NCBITaxon:9606,17590087
organism_Instance_270241,1524,1530,Homo sapiens,NCBITaxon:9606,17590087
organism_Instance_64396,38,42,Mus,NCBITaxon:10088,17590087
organism_Instance_64401,156,160,Mus,NCBITaxon:10088,17590087
organism_Instance_64406,601,605,Mus,NCBITaxon:10088,17590087
organism_Instance_64411,838,843,Homo sapiens,NCBITaxon:9606,17590087
organism_Instance_64421,1030,1034,Mus,NCBITaxon:10088,17590087
organism_Instance_64426,1456,1460,Mus,NCBITaxon:10088,17590087
organism_Instance_270437,57,61,Mus,NCBITaxon:10088,17677002
organism_Instance_65226,105,110,Homo sapiens,NCBITaxon:9606,17677002
organism_Instance_65231,211,216,Mus,NCBITaxon:10088,17677002
organism_Instance_65236,238,242,Mus,NCBITaxon:10088,17677002
organism_Instance_65241,1101,1105,Mus,NCBITaxon:10088,17677002
organism_Instance_65246,1234,1240,Metazoa,NCBITaxon:33208,17677002
organism_Instance_270549,0,5,Mus,NCBITaxon:10088,17696610
organism_Instance_270554,435,459,Saccharomyces cerevisiae,NCBITaxon:4932,17696610
organism_Instance_270559,464,486,Caenorhabditis elegans,NCBITaxon:6239,17696610
organism_Instance_65781,118,127,Mammalia,NCBITaxon:40674,17696610
organism_Instance_65786,210,220,Eukaryota,NCBITaxon:2759,17696610
organism_Instance_65791,222,231,Mammalia,NCBITaxon:40674,17696610
organism_Instance_65801,324,329,Mus,NCBITaxon:10088,17696610
organism_Instance_65806,558,562,Mus,NCBITaxon:10088,17696610
organism_Instance_65811,1167,1171,Mus,NCBITaxon:10088,17696610
organism_Instance_65816,1430,1439,Mammalia,NCBITaxon:40674,17696610
organism_Instance_65821,1563,1567,Mus,NCBITaxon:10088,17696610
