concept_id,concept_name
C0027656,"Neoplasms, Connective Tissue"
C0075278,Streptavidin
C5392910,Eating
C5392909,Eating
C0232478,Eating
C1286104,Eating
C5392911,Eating
C5234928,Eating
C0013470,Eating
C0003075,Anions
C0877055,Acute Generalized Exanthematous Pustulosis
C2717791,Acute Generalized Exanthematous Pustulosis
C0249586,Cyclin-Dependent Kinase 5
C0600301,Phosphocreatine
C0031634,Phosphocreatine
C0949402,Phosphocreatine
C0077025,tributyrin
C3178982,Airway Extubation
C0553891,Airway Extubation
C2936611,Patient Protection and Affordable Care Act
C0032426,Polylysine
C0014643,Polylysine
C0032518,Polylysine
C0052418,arsenite
C0009191,Sacrococcygeal Region
C0036033,Sacrococcygeal Region
C0036035,Sacrococcygeal Region
C0042025,"Urinary Incontinence, Stress"
C1136060,Fruit
C0016767,Fruit
C1138403,Fruit
C0005135,Fruit
C1136061,Fruit
C0041102,Trisaccharides
C1450477,Systems Biology
C2350170,Nasal Obstruction
C2350171,Nasal Obstruction
C0027429,Nasal Obstruction
C1437495,"CD248 protein, human"
C0079224,Dextran Sulfate
C0079225,Dextran Sulfate
C0040423,Tonsillectomy
C1955854,Biological Warfare Agents
C3179503,Biological Warfare Agents
C0254230,"XPC protein, human"
C0069562,rebamipide
C0970615,rebamipide
C0957362,rebamipide
C0133982,rebamipide
C0740277,Bile Duct Neoplasms
C0005396,Bile Duct Neoplasms
C0001967,Alcoholic Beverages
C0008888,Cladophialophora bantiana
C0206162,Baroreflex
C0700911,Acyclovir
C1449460,Acyclovir
C1449467,Acyclovir
C1449447,Acyclovir
C1449471,Acyclovir
C1449484,Acyclovir
C0592290,Acyclovir
C1449476,Acyclovir
C1449456,Acyclovir
C1449469,Acyclovir
C1449448,Acyclovir
C1449464,Acyclovir
C0001367,Acyclovir
C1449472,Acyclovir
C0594013,Acyclovir
C1449483,Acyclovir
C1449452,Acyclovir
C1138435,Acyclovir
C1449461,Acyclovir
C1449453,Acyclovir
C1449468,Acyclovir
C1449478,Acyclovir
C1449477,Acyclovir
C1449485,Acyclovir
C1449457,Acyclovir
C1449449,Acyclovir
C0282040,Acyclovir
C1449473,Acyclovir
C1449481,Acyclovir
C1449466,Acyclovir
C1456821,Acyclovir
C1449446,Acyclovir
C1449462,Acyclovir
C1449470,Acyclovir
C1449450,Acyclovir
C1449486,Acyclovir
C1449463,Acyclovir
C0699254,Acyclovir
C1449465,Acyclovir
C1449482,Acyclovir
C1449451,Acyclovir
C0746883,Febrile Neutropenia
C0010073,Coronary Vasospasm
C0079246,Dizocilpine Maleate
C0813872,Dizocilpine Maleate
C0079245,Dizocilpine Maleate
C1567505,Fructose
C1567502,Fructose
C1567504,Fructose
C0016745,Fructose
C1567506,Fructose
C1567507,Fructose
C1567508,Fructose
C1567503,Fructose
C0031092,Periodontal Index
C0205887,Periodontal Index
C0376349,Periodontal Index
C0017569,Periodontal Index
C0035182,Internship and Residency
C0021795,Internship and Residency
C0020044,Internship and Residency
C0035183,Internship and Residency
C0035184,Internship and Residency
C0021794,Internship and Residency
C0237690,Internship and Residency
C0080264,"Ultrasonography, Mammary"
C1873178,Peroxiredoxin VI
C0016584,Formaldehyde
C0016564,Formaldehyde
C0949307,Formaldehyde
C3853042,"Inactivation, Metabolic"
C0025516,"Inactivation, Metabolic"
C3850177,"Inactivation, Metabolic"
C0026024,"Microscopy, Phase-Contrast"
C1434639,"MAP2K1 protein, human"
C3178820,Anterior Cruciate Ligament Reconstruction
C0729057,Nitrofurantoin
C0729058,Nitrofurantoin
C0813801,Nitrofurantoin
C0887089,Nitrofurantoin
C0700187,Nitrofurantoin
C0028156,Nitrofurantoin
C0724647,Nitrofurantoin
C0729056,Nitrofurantoin
C0317740,Moraxella nonliquefaciens
C0231691,Gait Ataxia
C0751836,Gait Ataxia
C0751837,Gait Ataxia
C0027404,Narcolepsy
C0751362,Narcolepsy
C0014908,Estonia
C0086697,Sensory Receptor Cells
C0034837,Sensory Receptor Cells
C0683444,Behavior Rating Scale
C0475483,Behavior Rating Scale
C1956078,Negative-Pressure Wound Therapy
C1956080,Negative-Pressure Wound Therapy
C1956079,Negative-Pressure Wound Therapy
C0001792,Aged
C1528322,"HIF1A protein, human"
C0003339,"Antigens, Surface"
C0919353,Phenolsulfonphthalein
C0809888,Phenolsulfonphthalein
C0031430,Phenolsulfonphthalein
C0077887,uridine diphosphate 2-deoxyglucose
C0025794,Methylmercury Compounds
C0055437,chloropicrin
C1083051,Cnidium
C1042483,Cnidium
C0245154,poly-N-isopropylacrylamide
C0071490,poly-N-isopropylacrylamide
C0103404,Annexin A2
C1456462,Annexin A2
C0021682,"Insurance, Health"
C0018256,"Insurance, Health"
C0018718,"Insurance, Health"
C0042036,Urine
C0010473,Curium
C0751177,Head and Neck Neoplasms
C0746787,Head and Neck Neoplasms
C0278996,Head and Neck Neoplasms
C0027533,Head and Neck Neoplasms
C0018675,Head and Neck Neoplasms
C0018671,Head and Neck Neoplasms
C0887900,Head and Neck Neoplasms
C0962879,"vicilin protein, plant"
C0078228,"vicilin protein, plant"
C0036202,Sarcoidosis
C0085294,Hepatitis E virus
C0022646,Kidney
C0040439,Tooth Exfoliation
C0376856,"VEGFA protein, human"
C2606874,"VEGFA protein, human"
C1171892,"VEGFA protein, human"
C0752432,"VEGFA protein, human"
C0376855,"VEGFA protein, human"
C0376854,"VEGFA protein, human"
C1999501,"VEGFA protein, human"
C0525171,"VEGFA protein, human"
C0013595,Eczema
C0042940,Voice Disorders
C0264600,Voice Disorders
C1527340,Voice Disorders
C0241700,Voice Disorders
C1144185,voltage-dependent calcium channel (P-Q type)
C0667268,voltage-dependent calcium channel (P-Q type)
C2607966,Criminals
C0699726,Criminals
C0949824,Prunus persica
C0330659,Prunus persica
C0028156,nitrofurantoin
C0035525,ribavirin
C0024477,magnesium oxide
C0016745,fructose
C0994475,Pill
C0031430,phenolsulfonphthalein
C0010569,cyclohexanol
C0025746,methylene blue
C0022322,ivermectin
C0113293,dexmedetomidine
C0001367,acyclovir
C0949307,formalin
C0536786,strontium nitrate
C0951233,cetrimonium bromide
C2825616,esketamine
C1099776,tenofovir disoproxil fumarate
C0019682,HIV
C1121402,Interleukin-12 Subunit p40
C0264515,"Pneumonia, Necrotizing"
C1096776,Multicenter Study
C1019436,Hanseniaspora guilliermondii
C0384226,Tenofovir
C0893263,Tenofovir
C0384228,Tenofovir
C0963398,Tenofovir
C1099776,Tenofovir
C0893264,Tenofovir
C1101609,Tenofovir
C1265415,Endophytes
C0042959,"Sterilization, Reproductive"
C0015787,"Sterilization, Reproductive"
C0024570,"Sterilization, Reproductive"
C0038288,"Sterilization, Reproductive"
C0024559,"Sterilization, Reproductive"
C0015798,"Sterilization, Reproductive"
C1095831,Hordeum
C0004755,Hordeum
C0331554,Hordeum
C0040648,Transcription Factors
C0027644,"Neoplasm Regression, Spontaneous"
C1052122,Tigrisoma
C0322761,Lutzomyia longipalpis
C1042483,Cnidium monnieri
C0331225,Solanum nigrum
C0038412,Streptococcus sanguinis
C0696946,Schisandra chinensis
C0039075,Syndactyly
C0007114,Skin cancer
C0027404,Narcolepsy
C0150080,Impaired social interaction
C0022646,Kidneys
C0027429,Nasal blockage
C0031873,Pica
C0230467,Arched feet
C0206725,GLIOMA SUSCEPTIBILITY 1
C1842010,GLIOMA SUSCEPTIBILITY 1
C2750850,GLIOMA SUSCEPTIBILITY 1
C0014474,GLIOMA SUSCEPTIBILITY 1
C0028945,GLIOMA SUSCEPTIBILITY 1
C0004114,GLIOMA SUSCEPTIBILITY 1
C1621958,GLIOMA SUSCEPTIBILITY 1
C1821449,Flexed posture
C3151207,EWS RNA-BINDING PROTEIN 1
C1851465,EWS RNA-BINDING PROTEIN 1
C3274636,EWS RNA-BINDING PROTEIN 1
C2675456,EWS RNA-BINDING PROTEIN 1
C3274643,EWS RNA-BINDING PROTEIN 1
C1854595,EWS RNA-BINDING PROTEIN 1
C0808901,EWS RNA-BINDING PROTEIN 1
C2675457,EWS RNA-BINDING PROTEIN 1
C2677452,EWS RNA-BINDING PROTEIN 1
C3274610,EWS RNA-BINDING PROTEIN 1
C1852404,EWS RNA-BINDING PROTEIN 1
C1860425,EWS RNA-BINDING PROTEIN 1
C1851464,EWS RNA-BINDING PROTEIN 1
C1969537,CADHERIN 1
C1708349,CADHERIN 1
C4016426,CADHERIN 1
C4551988,CADHERIN 1
C4016427,CADHERIN 1
C0694872,CADHERIN 1
C4016428,CADHERIN 1
C3549742,CADHERIN 1
C3469524,CADHERIN 1
C0740852,Upper airway obstruction
C0345967,"Mesothelioma, malignant"
C0155365,"Disorder of vitreous body, unspecified"
C0025229,"Melioidosis, unspecified"
C2830004,Somnolence
C0008489,Chorea
C0013595,Eczematous dermatitis
C0149744,Oral lesions
C0751837,Gait ataxia
C1708349,"GASTRIC CANCER, HEREDITARY DIFFUSE"
C3149287,"GASTRIC CANCER, HEREDITARY DIFFUSE"
C3549742,"GASTRIC CANCER, HEREDITARY DIFFUSE"
C0010324,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1"
C1866173,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1"
C2931132,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1"
C0017551,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1"
C0537026,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1"
C0270210,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1"
C4016425,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1"
C0008031,Thoracic pain
C0150080,Poor social interactions
C0442774,No light perception
C0039075,Symphalangism
C0152254,Steatosis
C0012817,Diverticula
C0017551,GILBERT SYNDROME
C0152254,Fatty changes
C0013595,Eczema
C1334928,Necrotic changes
C0008489,Choreiform movements
C0751837,Ataxic gait
C0027429,Nasal obstruction
C0019829,KELCH DOMAIN-CONTAINING PROTEIN 8B
C1825723,KELCH DOMAIN-CONTAINING PROTEIN 8B
C0019829,Hodgkin lymphoma
C0019829,Hodgkin disease
C0150080,Poor social interaction
C0041951,Ureters
C2830004,Somnolence
C0948268,Hemodynamic instability
C0266435,Hypoplasia of penis
C0751837,Ataxia gait
C0018670,Head
C0879390,"PMS1 HOMOLOG 1, MISMATCH REPAIR SYSTEM COMPONENT"
C1539559,GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE DOMAIN-CONTAINING PROTEIN 5
C0017551,"Jaundice, congenital nonhemolytic"
C2750821,Nigrostriatal degeneration
C0008489,Choreic movements
C3810056,Lipid accumulation in muscle tissue
C0036202,Sarcoidosis
C0019829,"LYMPHOMA, HODGKIN, CLASSIC"
C1854293,Iterations
C0079588,STEROID SULFATASE
C1420490,STEROID SULFATASE
C0345967,"MESOTHELIOMA, MALIGNANT"
C0751837,"Ataxia, gait"
C0038015,Spondyloepiphyseal dysplasia tarda
C0020541,Portal hypertension
C0008031,Chest pain
C1956346,Coronary artery disease
C0150080,Impaired social interactions
C2749744,No ketosis
C1621958,Glioblastoma multiforme
C1414507,COAGULATION FACTOR II RECEPTOR-LIKE 2
C1842758,MICRO RNA 23A
C4277574,"Dibenzofurans, Polychlorinated [Chemical/Ingredient]"
C0019829,Hodgkin Disease [Disease/Finding]
C0031634,Phosphocreatine [Chemical/Ingredient]
C0036202,Sarcoidosis [Disease/Finding]
C0249586,Cyclin-Dependent Kinase 5 [Chemical/Ingredient]
C0358314,Pneumococcal Vaccines [Chemical/Ingredient]
C0001367,Acyclovir [Chemical/Ingredient]
C0031430,Phenolsulfonphthalein [Chemical/Ingredient]
C0949307,Formalin [Chemical/Ingredient]
C0123242,"Receptors, IgE [Chemical/Ingredient]"
C0020541,"Hypertension, Portal [Disease/Finding]"
C0358314,PNEUMOCOCCAL VACCINE
C0028156,NITROFURANTOIN
C0040648,Transcription Factors [Chemical/Ingredient]
C0027429,Nasal Obstruction [Disease/Finding]
C0010073,Coronary Vasospasm [Disease/Finding]
C0951233,CETRIMONIUM BROMIDE
C0031603,Phosphates [Chemical/Ingredient]
C1955854,Biological Warfare Agents [Chemical/Ingredient]
C0264515,"Pneumonia, Necrotizing [Disease/Finding]"
C0041102,Trisaccharides [Chemical/Ingredient]
C0042025,"Urinary Incontinence, Stress [Disease/Finding]"
C0025746,METHYLENE BLUE
C0032861,Powder [Dose Form]
C0027644,"Neoplasm Regression, Spontaneous [Disease/Finding]"
C0041327,"Tuberculosis, Pulmonary [Disease/Finding]"
C0113293,DEXMEDETOMIDINE
C0024477,MAGNESIA
C0025229,Melioidosis [Disease/Finding]
C1956346,Coronary Artery Disease [Disease/Finding]
C1121402,Interleukin-12 Subunit p40 [Chemical/Ingredient]
C0150080,Social Communication Disorder [Disease/Finding]
C0010473,Curium [Chemical/Ingredient]
C0008031,Chest Pain [Disease/Finding]
C0994475,Pill [Dose Form]
C0041327,Phthisis
C1426856,PARASPECKLE COMPONENT 1
C0013595,Eczematoid dermatitis
C3276087,Elevated inflammatory markers
C0333463,Senile plaques
C0476408,Reduced vital capacity
C5543627,AUTOPHAGY-RELATED 7
C1825498,AUTOPHAGY-RELATED 7
C2939285,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, includes reverse transcription, when performed, and amplified probe technique, each type or subtype"
C3526078,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, includes reverse transcription, when performed, and amplified probe technique, each type or subtype"
C3516584,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, includes reverse transcription, when performed, and amplified probe technique, each type or subtype"
C0010042,Keratoplasty Procedures on the Cornea
C0373748,Zinc
C0189573,Cardiovascular Procedures
C0189573,Unlisted cardiovascular service or procedure
C3526867,Unlisted cardiovascular service or procedure
C3517096,Unlisted cardiovascular service or procedure
C0010042,Keratoplasty (corneal transplant)
C0203054,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Gastrointestinal Tract
C2076606,Infectious agent antigen detection by immunoassay with direct optical observation; Influenza
C0973339,Infectious agent antigen detection by immunoassay with direct optical observation; Influenza
C3516584,Infectious agent antigen detection by immunoassay with direct optical observation; Influenza
C0113293,Dexmedetomidine [Chemical/Ingredient]
C0025746,Methylene Blue [Chemical/Ingredient]
C0746883,Febrile Neutropenia [Disease/Finding]
C1458142,"Odontogenic Tumor, Squamous [Disease/Finding]"
C0035525,Ribavirin [Chemical/Ingredient]
C0103404,Annexin A2 [Chemical/Ingredient]
C0031873,Pica [Disease/Finding]
C0024477,MAGNESIUM OXIDE
C0075278,Streptavidin [Chemical/Ingredient]
C0751837,Gait Ataxia [Disease/Finding]
C0014996,Ethers [Chemical/Ingredient]
C0041328,"Tuberculosis, Renal [Disease/Finding]"
C0027404,Narcolepsy [Disease/Finding]
C0012868,DNA Transposable Elements [Chemical/Ingredient]
C0025794,Methylmercury Compounds [Chemical/Ingredient]
C0118036,Fragile X Mental Retardation Protein [Chemical/Ingredient]
C0949307,FORMALDEHYDE SOLUTION
C0010644,Cystatin A [Chemical/Ingredient]
C1099776,TENOFOVIR DISOPROXIL FUMARATE
C0003339,"Antigens, Surface [Chemical/Ingredient]"
C0022322,IVERMECTIN
C0006521,Butyrates [Chemical/Ingredient]
C0016745,FRUCTOSE
C0021846,Intestinal Polyps [Disease/Finding]
C0001367,ACYCLOVIR
C0012817,Diverticulum [Disease/Finding]
C0016745,Fructose [Chemical/Ingredient]
C0008489,Chorea [Disease/Finding]
C0027656,"Neoplasms, Connective Tissue [Disease/Finding]"
C0039075,Syndactyly [Disease/Finding]
C0011119,Decompression Sickness [Disease/Finding]
C0024477,MAGNESIUM (AS OXIDE)
C0042940,Voice Disorders [Disease/Finding]
C0017551,Gilbert Disease [Disease/Finding]
C0877055,Acute Generalized Exanthematous Pustulosis [Disease/Finding]
C0003075,Anions [Chemical/Ingredient]
C0018572,"Hand, Foot and Mouth Disease [Disease/Finding]"
C0016030,Fibroblasts [Chemical/Ingredient]
C0035525,RIBAVIRIN
C0024477,Magnesium Oxide [Chemical/Ingredient]
C0038187,Starvation [Disease/Finding]
C0031430,PHENOLSULFONPHTHALEIN
C0028156,Nitrofurantoin [Chemical/Ingredient]
C0018671,Head and Neck Neoplasms [Disease/Finding]
C0919418,Cyclin-Dependent Kinase Inhibitor Proteins [Chemical/Ingredient]
C0035234,Respiratory Sounds [Disease/Finding]
C0949782,DNA Gyrase [Chemical/Ingredient]
C0013595,Eczema [Disease/Finding]
C0022322,Ivermectin [Chemical/Ingredient]
C1873178,Peroxiredoxin VI [Chemical/Ingredient]
C0035525,Ribavirin
C0702025,Ribavirin
C0042025,Stress bladder incontinence
C0035414,"Rhabdovirus, NOS"
C0264515,Gangrenous pneumonia
C0331552,Pennisetum clandestinum
C0303596,90 Yttrium
C0151857,Pleocytosis
C0018572,Enteroviral vesicular stomatitis with exanthem
C1882062,"Neoplastic disease, NOS"
C0155365,"Disorder of vitreous body, NOS"
C0016745,Fructose
C0222652,Cortex of bone
C0024477,Magnesium oxide
C0017614,"Borderline glaucoma, NOS"
C0549470,"Borderline glaucoma, NOS"
C1533674,"Borderline glaucoma, NOS"
C0027404,Narcolepsy
C0015787,"Female sterilization, NOS"
C0301642,Denaturation
C0036033,Sacral region
C0012863,DNA topoisomerase (ATP-hydrolysing)
C0949782,DNA topoisomerase (ATP-hydrolysing)
C0023796,Lipolysis
C0011119,Caisson disease
C0205095,Posterior
C0439781,Posterior
C0887844,"Cryptosporidium, NOS"
C1744526,"Cryptosporidium, NOS"
C0155626,"Acute myocardial infarction, NOS"
C0151664,"Gastrointestinal perforation, NOS"
C0301871,Immunoprecipitate
C0024400,Macaca mulatta
C0008888,Xylohypha bantiana
C0442774,"Visual acuity, no light perception"
C1254144,DIVISION FIRMICUTES
C0001792,"Elderly person, NOS"
C0085483,Citrobacter freundii
C0224887,Flexor pollicis longus muscle tendon
C0185429,Repair of hernia of fascia
C0158242,Cervical spondylosis with myelopathy
C0016564,Formaldehyde
C0949307,Formaldehyde
C0019682,"Human immunodeficiency virus, NOS"
C0019704,"Human immunodeficiency virus, NOS"
C0150080,Impaired social interaction
C0023276,Leishmania major
C0038455,Cardiac stroke volume
C0025229,Pseudoglanders
C0042025,Stress incontinence
C0322196,Hymenolepis nana
C0031430,Phenolsulfonphthalein
C0322761,Lutzomyia longipalpis
C0330098,Wild plant
C0036277,"Scapula, NOS"
C0039075,Symphalangy
C0031006,In situ perfusion
C0025500,"Mesothelioma, malignant"
C0345967,"Mesothelioma, malignant"
C0264587,"Voice disorder, NOS"
C0042940,"Voice disorder, NOS"
C1527347,"Voice disorder, NOS"
C1527344,"Voice disorder, NOS"
C1527340,"Voice disorder, NOS"
C0175672,Vaginal approach
C0001967,"Alcoholic beverage, NOS"
C0302342,"Alcoholic beverage, NOS"
C0007114,"Malignant neoplasm of skin, NOS"
C0206162,"Baroreceptor reflex, NOS"
C0080264,Ultrasonography of breast
C0034700,Brown Norway rat
C0699900,Catabolism
C0311402,Catabolism
C0184922,Incisional biopsy
C0231993,Gas flow rate (v)
C0206698,Cholangiocarcinoma
C0740277,Cholangiocarcinoma
C1370800,Cholangiocarcinoma
C0085294,Hepatitis E virus
C0008031,"Chest pain, NOS"
C0232284,"Chest pain, NOS"
C0036202,"Sarcoidosis, NOS"
C0011119,Nitrogen narcosis
C0028166,Nitrogen narcosis
C0000782,"Abortifacient agent, NOS"
C0013470,"Eating, NOS"
C0004574,Babesia microti
C0317740,Moraxella (Moraxella) nonliquefaciens
C0041951,"Ureter, NOS"
C0028156,Nitrofurantoin
C0017636,"Glioblastoma, NOS"
C1621958,"Glioblastoma, NOS"
C0014996,"Ether, NOS"
C1956346,"Coronary artery disease, NOS"
C0020541,Portal hypertension
C0205511,Anterior approach
C0200379,"General health panel, NOS"
C0200378,"General health panel, NOS"
C0016745,Fructose preparation
C0016030,Fibroblast
C0025746,Methylene blue
C0035234,"Respiratory sounds, NOS"
C0231854,"Respiratory sounds, NOS"
C0011119,Bends
C0344190,Bends
C0425583,"Cardiac rate, NOS"
C0018810,"Cardiac rate, NOS"
C0260039,Nephrologist
C0229951,Thymic epithelial cell
C0154089,"Carcinoma in situ of penis, NOS"
C0189573,"Cardiovascular procedure, NOS"
C0038897,"Cardiovascular procedure, NOS"
C0189572,"Cardiovascular procedure, NOS"
C0154089,Queyrat's erythroplasia
C0027429,Blocked nose
C0205124,Superficial
C1556095,Koreans
C1510475,"Diverticulum, NOS"
C0012817,"Diverticulum, NOS"
C0010073,Coronary artery spasm
C0022646,"Kidney, NOS"
C0005135,"Berry, NOS"
C0235000,Ataxic gait
C0427154,Ataxic gait
C0751837,Ataxic gait
C0332484,Hollow shape
C0032861,"Drug powder, NOS"
C0311274,"Starvation, NOS"
C0038187,"Starvation, NOS"
C0013677,"Starvation, NOS"
C1281398,"Starvation, NOS"
C1384607,"Starvation, NOS"
C0278250,Good prognosis
C0123242,Lymphocyte antigen CD23
C0013480,Ebola virus
C0949824,Prunus persica
C0330659,Prunus persica
C1458142,Squamous odontogenic tumor
C0230459,"Foot, NOS"
C0687080,"Foot, NOS"
C0016504,"Foot, NOS"
C0013595,"Eczema, NOS"
C0018720,Health maintenance organization
C0227684,Mucous membrane of ureter
C0040736,Autogenous transplantation
C0449830,With configuration
C0337384,"Tonsillectomy, NOS"
C0040423,"Tonsillectomy, NOS"
C0010569,Cyclohexanol
C0197437,"Keratoplasty, NOS"
C0010042,"Keratoplasty, NOS"
C0161861,"Keratoplasty, NOS"
C0521038,Geophilic fungus
C0022322,Ivermectin
C0003075,Anion
C0042036,Urine
C0333463,Senile plaque
C0008425,"Anticholinesterase drug, NOS"
C0031634,Phosphocreatine
C0041327,Respiratory tuberculosis
C0152254,Fatty degeneration
C0001367,Acyclovir
C0010042,"Corneal transplant, NOS"
C0331225,Solanum nigrum
C0232611,SMALL BOWEL FUNCTIONS
C0373748,"Zinc measurement, NOS"
C0266435,Congenital hypoplasia of penis
C0337808,Icelanders
C0019155,"Hepatic veins, NOS"
C0031873,Pica
C0337663,"Smoker, NOS"
C0337664,"Smoker, NOS"
C0027075,"Myofibril, NOS"
C0331554,Hordeum vulgare
C0206548,"Vesiculovirus, NOS"
C0035414,"Vesiculovirus, NOS"
C0205615,Well differentiated
C0687695,Well differentiated
C0687080,"Paw, NOS"
C0301918,Hypersensitivity reaction mediated by immune complex
C0038412,Streptococcus sanguis
C0017551,Gilbert's syndrome
C0055437,Chloropicrin
C0315259,Hafnia alvei
C0259849,"Synthetic drug, NOS"
C0230467,"Arch of foot, NOS"
C0028785,"Occipital lobe, NOS"
C0018670,"Head, NOS"
C0347002,"Secondary malignant neoplasm of penis, NOS"
C0392702,Chorea
C0008489,Chorea
C0019829,Hodgkin's granuloma
C0312743,"Complement component, NOS"
C0230518,"Mitotic cell, NOS"
C0019829,HODGKIN'S DISEASE
C0019829,"Hodgkin's disease, NOS"
C0232478,Ingestion
C0019829,"Hodgkin's paragranuloma, NOS"
C0039225,"Pill, NOS"
C0994475,"Pill, NOS"
C0039075,Syndactyly
C1272619,Syndactyly
C0203054,"Radiography of digestive tract, NOS"
C0041328,Tuberculosis of kidney
C0224510,"Condylar joint, NOS"
C0149504,Toxic encephalopathy
C0771243,physostigmine salicylate 1 mg/mL INJECTION AMPUL (ML)
C0774438,physostigmine salicylate 1 mg/mL INJECTION AMPUL (ML)
C0040462,toothpaste DENTAL TOOTHPASTE
C0001962,ethyl alcohol
C0007301,zinc oxide MISCELL POWDER (GRAM)
C0981175,zinc oxide MISCELL POWDER (GRAM)
C0008269,chloroquine
C0004259,atropine
C0689548,methsuximide 300 mg ORAL CAPSULE
C0040462,methsuximide 300 mg ORAL CAPSULE
C0022487,kanamycin
C0376261,lactate
C0018880,helium
C0008838,cisplatin
C0038702,sulfanilamide
C0036751,serotonin
C1700874,axitinib
C1367202,ipilimumab
C0038229,stearic acid
C0038148,dihydrotestosterone
C0282386,levofloxacin
C0046319,2-methoxyestradiol
C0040462,TOOTHPASTE
C0715716,B-complex with vitamin C ORAL CAPSULE
C0001962,B-complex with vitamin C ORAL CAPSULE
C0058108,dihydroartemisinin
C0022005,iohexol
C0042306,vanadium
C3495673,iodine-123
C0038148,metoclopramide HCl 5 mg ORAL TABLET
C0978602,metoclopramide HCl 5 mg ORAL TABLET
C1099456,escitalopram
C0074536,silver chloride
C0032535,chlordiazepoxide/clidinium bromide 5 mg-2.5 mg ORAL CAPSULE
C0975525,chlordiazepoxide/clidinium bromide 5 mg-2.5 mg ORAL CAPSULE
C0001047,acetylcysteine
C0078373,vitamin E acetate (d-alpha tocopheryl acetate)
C1541850,"Arteriovenous fistula, acquired"
C0000768,CONGENITAL ANOMALIES
C0011636,Dermatophytosis
C0013839,Electromyography
C0023348,Lepromatous leprosy [type L]
C0398650,Immune thrombocytopenic purpura
C0018799,"Heart disease, unspecified"
C0018834,Heartburn
C0007570,Celiac disease
C0152226,"Lagophthalmos, unspecified"
C0017134,Gastric lavage
C2004459,Abdominoperineal resection of rectum
C0011636,Dermatophytosis of unspecified site
C0022650,Calculus of kidney
C0152226,Lagophthalmos
C1719707,Estrogen receptor negative status [ER-]
C0155963,Median rhomboid glossitis
C0000768,"Congenital anomaly, unspecified"
C0016382,Flushing
C0189476,Chest tube insertion
C3203684,CYP2C19 intermediate metaboliser status
C0013839,EMG
C0079027,Intraoperative haemorrhage
C0518018,Blood triglycerides
C1095989,Brain natriuretic peptide
C0018799,Cardiac disorder
C0030200,Intractable pain
C0006057,Botulism
C0016382,Flushed
C0266617,Facial dysmorphism
C0007570,Nontropical sprue
C0597457,Skeletal injury
C0079027,Operative haemorrhage
C0006035,Borrelia infection
C0398650,Idiopathic thrombocytopenic purpura
C0521210,Polypectomy
C0150543,Detoxification
C3495793,Carotid revascularization
C0232123,Cannonball pulse
C0011636,Dermatophytosis of unspecified site
C0398650,Idiopathic purpura
C0152226,Lagophthalmos
C2004459,Abdomino-perineal resection of rectum
C0022650,Kidney stones
C0521592,Numbness oral
C0745036,Elective hospitalisation
C0022885,Lab test
C0266617,Face malformation
C0521592,Numb mouth
C0851791,Decreased physical activity levels
C0542203,Retention water
C0017134,Gastric lavage
C0023348,Lepromatous leprosy
C0033141,Cardiomyopathy primary
C1412000,Mesenteric vascular insufficiency
C0007570,Celiac sprue
C0016169,Fistula NOS
C0018834,Pyrosis
C0398650,Primary immune thrombocytopenia
C0027859,Acoustic neurinoma
C0278701,Adenocarcinoma gastric
C0013839,Electromyogram
C0155963,Median rhomboid glossitis
C0006035,Borrelial infections
C0150543,Detoxification NOS
C0070166,clopidogrel
C0067794,n-acetyltyrosine
C0036450,scorpion venom
C0001047,acetylcysteine
C0006035,Borrelia infection NOS
C0521210,Polyp removal
C3203684,CYP2C19 intermediate metabolizer status
C1328436,Amino acid level
C0000768,Birth defects
C0459435,Psychotic state
C0430402,Bacterial culture
C0007570,Coeliac sprue
C0016382,Flushed face
C0597457,Skeletal injury NOS
C0018799,Cardiac disorder NOS
C0016169,Fistula
C0398650,Werlhof's syndrome
C0018799,Disorder cardiac (NOS)
C0000768,Fetal malformation
C0006057,Clostridium botulinum poisoning
C0000768,Congenital anomaly NOS
C0007570,Celiac disease
C0009917,Contracture
C0521592,Hypoaesthesia oral
C0282687,Ebola virus infection
C0018834,Heartburn
C0393760,Initial insomnia
C0191321,Skin punch biopsy
C0079027,Intraoperative hemorrhage
C0008767,Scarring
C0282687,Ebola haemorrhagic fever
C3495793,Carotid revascularisation
C0333106,Varicose vein haemorrhage
C0558353,Carcinoma of tongue
C0016382,Flushed skin
C0009917,Muscle contracture
C0079027,Operative hemorrhage
C2711227,Hepatic steatosis
C0016382,Facial flushing
C1692886,Arthritis bacterial NOS
